onset	duration	event_type	stimulus_id	response_time
0	32	-1	n/a	0
32	8	1	1833805.012464	0.0
40	8	1	2084071.030865	0.0
48	8	1	1664990.013731	0.0
56	8	1	1963571.007996	0.0
64	8	1	3209910.003841	0.0
72	8	1	3665924.052000	0.0
80	8	1	1726692.021053	0.0
88	8	1	4233124.014573	0.0
96	8	1	2808440.019589	0.0
104	8	1	2346627.002234	0.0
112	8	1	2882647.007150	0.0
120	8	1	2802215.026105	0.0
128	8	1	2800213.015518	0.0
136	8	2	2800213.015518	137.047232066
144	8	1	2998003.003934	0.0
152	8	1	2692877.017833	0.0
160	8	1	4482393.013270	0.0
168	8	1	1770393.012152	0.0
176	8	1	3467796.008303	0.0
184	8	1	2432983.018327	0.0
192	8	1	2054036.005709	0.0
200	8	1	4254680.000043	0.0
208	8	1	3400231.018679	0.0
216	8	2	3400231.018679	217.04308904
224	8	1	3512147.047076	0.0
232	8	1	4284002.015310	0.0
240	8	1	2766534.000137	0.0
248	8	1	7756951.013102	0.0
256	8	2	7756951.013102	257.041029537
264	8	1	3085013.022686	0.0
272	8	1	3760671.012018	0.0
280	8	1	3950228.016044	0.0
288	8	1	4442312.011854	0.0
296	8	1	1784675.022328	0.0
304	8	1	3721384.018162	0.0
312	8	1	3790512.040609	0.0
320	8	1	4113406.025414	0.0
328	8	1	3646296.007798	0.0
336	8	2	3646296.007798	337.036608607
344	8	1	4272054.029465	0.0
352	8	1	4255586.000449	0.0
360	8	1	2974003.009408	0.0
368	8	1	3623556.005157	0.0
376	8	1	3436182.007185	0.0
384	8	1	4044716.008619	0.0
392	8	1	2439033.014148	0.0
400	8	1	3543603.002363	0.0
408	8	1	3544143.018625	0.0
416	8	1	2391049.006026	0.0
424	8	1	1970164.030734	0.0
432	8	2	1970164.030734	433.031521228
440	8	1	3496296.014114	0.0
448	8	1	2236241.006815	0.0
456	8	1	4612026.000770	0.0
464	8	1	2480855.009990	0.0
472	6	-2	n/a	0
